opinion_id	field	garbled_token	nearest_roster	edit_distance
11391	judges	Buree	burke	1
11399	judges	Burice	bruce	2
11491	judges	Neuman	neumann	1
11552	judges	Sathrb	sathre	1
11602	judges	Sands	sand	1
11707	judges	Sathrb	sathre	1
11765	judges	Newman	neumann	2
11766	judges	Newmann	neumann	1
11775	judges	Newmann	neumann	1
12043	judges	Sature	sathre	1
12159	judges	Mlaring	maring	1
12170	judges	Lelvine	levine	1
12192	judges	Mlaring	maring	1
12204	judges	Mating	maring	1
12206	judges	Sathrb	sathre	1
12315	judges	Geiger	teigen	2
12347	judges	Making	maring	1
12357	judges	Making	maring	1
12367	judges	Making	maring	1
12369	judges	Making	maring	1
12371	judges	Making	maring	1
12382	judges	Burice	bruce	2
12386	judges	Making	maring	1
12401	judges	Newmann	neumann	1
12420	judges	Making	maring	1
12426	judges	Making	maring	1
12429	judges	Making	maring	1
12441	judges	Anderson	pederson	2
12448	judges	Making	maring	1
12450	judges	Making	maring	1
12452	judges	Making	maring	1
12493	judges	Making	maring	1
12518	judges	Making	maring	1
12571	judges	Geiger	teigen	2
12583	judges	Geiger	teigen	2
12827	judges	Sature	sathre	1
12845	judges	Geiger	teigen	2
12883	judges	Anderson	pederson	2
12916	judges	Anderson	pederson	2
12917	judges	Anderson	pederson	2
12933	judges	Anderson	pederson	2
12984	judges	Bure	burke	1
12991	judges	Bubr	burr	1
13531	judges	Sature	sathre	1
13562	judges	Neuman	neumann	1
13633	judges	Sxthre	sathre	1
13942	judges	Anderson	pederson	2
14284	judges	Morbus	morris	2
14296	judges	Orris	morris	1
14442	judges	Sature	sathre	1
14444	judges	Jopinson	johnson	2
14463	judges	Anderson	pederson	2
14489	judges	Klevin	levine	2
14511	judges	Anderson	pederson	2
14518	judges	Anderson	pederson	2
14520	judges	Anderson	pederson	2
14535	judges	Anderson	pederson	2
14595	judges	Burice	bruce	2
14695	judges	Anderson	pederson	2
14807	judges	Anderson	pederson	2
14827	judges	Satpire	sathre	2
14948	judges	Anderson	pederson	2
14953	judges	Anderson	pederson	2
14970	judges	Anderson	pederson	2
14973	judges	Sature	sathre	1
14974	judges	Satpire	sathre	2
15111	judges	Anderson	pederson	2
15128	judges	Satbre	sathre	1
15129	judges	Jopinson	johnson	2
15175	judges	Anderson	pederson	2
15197	judges	Geiger	teigen	2
15234	judges	Jopinson	johnson	2
15381	judges	Norris	morris	1
15647	judges	Geiger	teigen	2
15669	judges	Sature	sathre	1
15896	judges	Orris	morris	1
15900	judges	Satpire	sathre	2
16151	judges	Satore	sathre	1
16158	judges	Sature	sathre	1
16535	judges	Anderson	pederson	2
16954	judges	Anderson	pederson	2
17001	judges	Bubr	burr	1
17146	judges	Sature	sathre	1
17147	judges	Sature	sathre	1
17271	judges	Anderson	pederson	2
17306	judges	Satiire	sathre	2
17363	judges	Neuman	neumann	1
17365	judges	Anderson	pederson	2
17392	judges	Benson	bronson	2
17571	judges	Anderson	pederson	2
17982	judges	Anderson	pederson	2
18067	judges	Satpire	sathre	2
18630	judges	Anderson	pederson	2
18722	judges	Geiger	teigen	2
18739	judges	Anderson	pederson	2
18774	judges	Anderson	pederson	2
19301	judges	Anderson	pederson	2
19373	judges	Anderson	pederson	2
19504	judges	Anderson	pederson	2
19569	judges	Anderson	pederson	2
19660	judges	Anderson	pederson	2
19758	judges	Anderson	pederson	2
19759	judges	Anderson	pederson	2
19887	judges	Anderson	pederson	2
20033	judges	Brothers	crothers	1
