opinion_id	cite	status	kind	fn_count	note
417	17 N.D. 335	NO_FOOTNOTES		0	
418	17 N.D. 365	NO_FOOTNOTES		0	
419	17 N.D. 404	NO_FOOTNOTES		0	
420	17 N.D. 409	NO_FOOTNOTES		0	
421	17 N.D. 389	NO_FOOTNOTES		0	
422	17 N.D. 393	NO_FOOTNOTES		0	
423	17 N.D. 466	NO_FOOTNOTES		0	
424	17 N.D. 463	NO_FOOTNOTES		0	
425	17 N.D. 457	NO_FOOTNOTES		0	
426	17 N.D. 406	NO_FOOTNOTES		0	
427	17 N.D. 454	NO_FOOTNOTES		0	
428	17 N.D. 449	NO_FOOTNOTES		0	
429	17 N.D. 433	NO_FOOTNOTES		0	
430	17 N.D. 429	NO_FOOTNOTES		0	
431	17 N.D. 502	NO_FOOTNOTES		0	
432	17 N.D. 495	NO_FOOTNOTES		0	
433	17 N.D. 532	NO_FOOTNOTES		0	
434	17 N.D. 543	NO_FOOTNOTES		0	
435	17 N.D. 542	NO_FOOTNOTES		0	
436	17 N.D. 510	NO_FOOTNOTES		0	
437	17 N.D. 519	NO_FOOTNOTES		0	
438	17 N.D. 546	NO_FOOTNOTES		0	
439	17 N.D. 594	NO_FOOTNOTES		0	
440	18 N.D. 176	NO_FOOTNOTES		0	
441	18 N.D. 12	NO_FOOTNOTES		0	
442	18 N.D. 55	NO_FOOTNOTES		0	
443	18 N.D. 75	NO_FOOTNOTES		0	
444	18 N.D. 144	NO_FOOTNOTES		0	
445	17 N.D. 567	NO_FOOTNOTES		0	
446	18 N.D. 149	NO_FOOTNOTES		0	
447	17 N.D. 575	NO_FOOTNOTES		0	
448	17 N.D. 572	NO_FOOTNOTES		0	
449	17 N.D. 561	NO_FOOTNOTES		0	
450	17 N.D. 554	NO_FOOTNOTES		0	
451	17 N.D. 579	NO_FOOTNOTES		0	
452	18 N.D. 88	NO_FOOTNOTES		0	
453	18 N.D. 93	NO_FOOTNOTES		0	
454	18 N.D. 147	NO_FOOTNOTES		0	
455	18 N.D. 19	NO_FOOTNOTES		0	
456	18 N.D. 8	NO_FOOTNOTES		0	
457	17 N.D. 606	NO_FOOTNOTES		0	
458	18 N.D. 76	NO_FOOTNOTES		0	
460	18 N.D. 82	NO_FOOTNOTES		0	
461	17 N.D. 610	NO_FOOTNOTES		0	
462	18 N.D. 1	NO_FOOTNOTES		0	
463	18 N.D. 125	NO_FOOTNOTES		0	
464	18 N.D. 246	NO_FOOTNOTES		0	
465	18 N.D. 135	NO_FOOTNOTES		0	
466	18 N.D. 253	NO_FOOTNOTES		0	
467	18 N.D. 166	NO_FOOTNOTES		0	
468	18 N.D. 182	NO_FOOTNOTES		0	
469	18 N.D. 185	NO_FOOTNOTES		0	
470	18 N.D. 214	NO_FOOTNOTES		0	
471	18 N.D. 31	NO_FOOTNOTES		0	
472	18 N.D. 205	NO_FOOTNOTES		0	
473	17 N.D. 600	NO_FOOTNOTES		0	
474	18 N.D. 200	NO_FOOTNOTES		0	
475	18 N.D. 197	NO_FOOTNOTES		0	
476	18 N.D. 233	NO_FOOTNOTES		0	
477	18 N.D. 221	NO_FOOTNOTES		0	
478	18 N.D. 242	NO_FOOTNOTES		0	
479	19 N.D. 10	NO_FOOTNOTES		0	
480	19 N.D. 8	NO_FOOTNOTES		0	
481	19 N.D. 1	NO_FOOTNOTES		0	
482	19 N.D. 35	NO_FOOTNOTES		0	
483	18 N.D. 101	NO_FOOTNOTES		0	
484	18 N.D. 600	NO_FOOTNOTES		0	
485	18 N.D. 603	NO_FOOTNOTES		0	
486	18 N.D. 561	NO_FOOTNOTES		0	
487	18 N.D. 550	NO_FOOTNOTES		0	
488	18 N.D. 594	NO_FOOTNOTES		0	
489	19 N.D. 34	NO_FOOTNOTES		0	
490	18 N.D. 616	NO_FOOTNOTES		0	
491	18 N.D. 556	NO_FOOTNOTES		0	
492	18 N.D. 578	NO_FOOTNOTES		0	
493	18 N.D. 608	NO_FOOTNOTES		0	
494	18 N.D. 587	NO_FOOTNOTES		0	
495	18 N.D. 598	NO_FOOTNOTES		0	
496	19 N.D. 13	NO_FOOTNOTES		0	
497	19 N.D. 23	NO_FOOTNOTES		0	
498	19 N.D. 45	NO_FOOTNOTES		0	
499	19 N.D. 57	NO_FOOTNOTES		0	
500	18 N.D. 570	NO_FOOTNOTES		0	
501	18 N.D. 583	NO_FOOTNOTES		0	
502	19 N.D. 268	NO_FOOTNOTES		0	
503	19 N.D. 116	NO_FOOTNOTES		0	
504	19 N.D. 144	NO_FOOTNOTES		0	
505	19 N.D. 153	NO_FOOTNOTES		0	
506	19 N.D. 70	NO_FOOTNOTES		0	
507	18 N.D. 484	NO_FOOTNOTES		0	
508	18 N.D. 478	NO_FOOTNOTES		0	
509	18 N.D. 507	NO_FOOTNOTES		0	
510	19 N.D. 4	NO_FOOTNOTES		0	
511	18 N.D. 483	NO_FOOTNOTES		0	
512	18 N.D. 402	NO_FOOTNOTES		0	
513	18 N.D. 417	NO_FOOTNOTES		0	
514	19 N.D. 38	NO_FOOTNOTES		0	
515	19 N.D. 18	NO_FOOTNOTES		0	
516	18 N.D. 409	NO_FOOTNOTES		0	
517	19 N.D. 58	NO_FOOTNOTES		0	
518	19 N.D. 61	NO_FOOTNOTES		0	
519	18 N.D. 324	NO_FOOTNOTES		0	
520	18 N.D. 338	NO_FOOTNOTES		0	
521	18 N.D. 367	NO_FOOTNOTES		0	
522	18 N.D. 390	NO_FOOTNOTES		0	
523	18 N.D. 500	NO_FOOTNOTES		0	
524	18 N.D. 384	NO_FOOTNOTES		0	
525	18 N.D. 357	NO_FOOTNOTES		0	
526	18 N.D. 421	NO_FOOTNOTES		0	
